Job_ID,Job_Title,Experience_Level,Years_Experience_Required,Company,Industry,Location,Remote,Employment_Type,Required_Skills,Company_Size,Salary_USD,Applicants_Count,Date_Posted
JOB05127,Staff AI Engineer,Senior,6.0,Silverline AI,Consulting,"Berlin, Germany",No,Full-time,"NLP, LLMs, Kubernetes",201-1000,148000.0,34,2025-09-26
JOB05128,Data Scientist,Mid,3.0,Pulse Robotics,Education,"New York, USA",No,Full-time,"NLP, Power BI, Spark, AWS, SQL",51-200,115500.0,33,2025-12-16
JOB05129,BI Analyst,Entry,0.0,Zenith Data Group,Automotive,Singapore,No,Full-time,"Excel, SQL, Python, TensorFlow",201-1000,63000.0,33,2025-10-12
JOB05130,Principal Data Scientist,Senior,6.0,Clearline Systems,Healthcare,"San Francisco, USA",Yes,Contract,"AWS, Deep Learning, Kubernetes, Computer Vision, MLOps",1-50,268500.0,28,2025-07-09
JOB05131,Head of AI,Manager,10.0,DataForge,Healthcare,"Bengaluru, India",No,Full-time,"Generative AI, AWS, LLMs",1-50,128000.0,65,2026-03-02
JOB05132,Junior Data Scientist,Entry,0.0,Skyline Data Co,E-commerce,"Dublin, Ireland",No,Contract,"Python, Data Visualization, SQL, Excel, Tableau",201-1000,60000.0,92,2026-06-18
JOB05133,ML Engineer I,Entry,0.0,DataForge,Automotive,"New York, USA",Yes,Full-time,"Excel, Tableau, Python, SQL, Statistics",51-200,85500.0,37,2025-10-17
JOB05134,Analytics Engineer,Mid,3.0,Corelytics,E-commerce,"Bengaluru, India",No,Full-time,"Machine Learning, Power BI, Python, AWS, Deep Learning",201-1000,42000.0,51,2025-09-16
JOB05135,BI Analyst,Entry,0.0,Atlas Intelligence,Telecommunications,"Toronto, Canada",No,Full-time,"SQL, Data Visualization, Python, Tableau, A/B Testing",5000+,52500.0,11,2025-10-08
JOB05136,NLP Engineer,Mid,3.0,Horizon Cloud,Automotive,"San Francisco, USA",Yes,Full-time,"PyTorch, SQL, AWS, Deep Learning, NLP",1001-5000,129500.0,29,2026-05-21
JOB05137,Data Analyst,Entry,0.0,Bluewave Tech,Healthcare,"Sydney, Australia",No,Full-time,"Statistics, Data Visualization, Excel, TensorFlow",201-1000,59500.0,40,2026-06-20
JOB05138,Senior ML Engineer,Senior,6.0,Clearline Systems,Gaming,"London, UK",No,Full-time,"Kubernetes, Generative AI, Deep Learning",1001-5000,190500.0,43,2025-08-06
JOB05139,ML Engineer I,Entry,0.0,Zenith Data Group,Telecommunications,Singapore,No,Full-time,"Statistics, Data Visualization, Excel, Tableau, SQL",1-50,78000.0,156,2026-03-16
JOB05140,Data Engineer,Mid,3.0,Meridian Software,E-commerce,"Dublin, Ireland",No,Full-time,"AWS, PyTorch, Machine Learning, NLP",1001-5000,118500.0,94,2025-12-18
JOB05141,BI Analyst,Entry,0.0,Fusion Analytics,Finance,Singapore,Yes,Full-time,"Tableau, Excel, Statistics",1001-5000,66000.0,50,2026-02-17
JOB05142,AI Engineer,Mid,3.0,Orbital Systems,Consulting,"Austin, USA",No,Full-time,"Deep Learning, Power BI, AWS, TensorFlow, PyTorch",51-200,105000.0,23,2026-04-23
JOB05144,Analytics Engineer,Mid,3.0,Clearline Systems,Education,"New York, USA",No,Full-time,"AWS, Deep Learning, PyTorch, Python, Machine Learning, GCP",1-50,147000.0,25,2026-07-08
JOB05145,NLP Engineer,Mid,3.0,Novacore AI,Manufacturing,"Bengaluru, India",Yes,Full-time,"Deep Learning, Power BI, SQL, PyTorch, Machine Learning",51-200,44000.0,15,2025-12-26
JOB05146,VP of Machine Learning,Manager,10.0,Novacore AI,Manufacturing,"Dublin, Ireland",No,Full-time,"A/B Testing, GCP, Statistics, AWS, LLMs, PyTorch",1001-5000,238000.0,52,2026-02-17
JOB05147,Computer Vision Engineer,Mid,3.0,Bright Path AI,Consulting,"London, UK",Yes,Full-time,"Deep Learning, Spark, AWS, NLP, PyTorch",51-200,109000.0,68,2025-09-15
JOB05148,Data Engineer I,Entry,0.0,Novacore AI,Finance,"Bengaluru, India",No,Full-time,"Statistics, Python, Data Visualization, Excel, Tableau",5000+,29500.0,80,2026-07-09
JOB05149,ML Engineer I,Entry,0.0,Skyline Data Co,Technology,"San Francisco, USA",No,Contract,"SQL, Data Visualization, Tableau, Python, Excel, Deep Learning",201-1000,95500.0,58,2026-04-30
JOB05150,NLP Engineer,Mid,3.0,Corelytics,Technology,Singapore,No,Full-time,"Python, Machine Learning, Deep Learning",201-1000,131000.0,31,2025-12-16
JOB05151,Data Engineer I,Entry,0.0,Vertex Analytics,Finance,"Dublin, Ireland",Yes,Full-time,"Python, Statistics, SQL",201-1000,63000.0,42,2026-07-11
JOB05152,AI Engineer,Mid,3.0,Northstar Labs,Consulting,"New York, USA",Yes,Full-time,"TensorFlow, NLP, Python, Spark, PyTorch",51-200,120000.0,14,2026-04-30
JOB05153,Lead Data Engineer,Senior,6.0,DataForge,Technology,"Dublin, Ireland",Yes,Full-time,"Kubernetes, Azure, LLMs, Computer Vision, MLOps, Power BI",201-1000,195000.0,81,2025-10-26
JOB05154,Junior Data Scientist,Entry,0.0,Silverline AI,Technology,"Sydney, Australia",No,Full-time,"Data Visualization, Python, Statistics, SQL, Tableau, Azure",51-200,55000.0,111,2025-11-10
JOB05155,Analytics Engineer,Mid,3.0,Clearline Systems,E-commerce,"New York, USA",No,Full-time,"SQL, Machine Learning, Power BI, Deep Learning",201-1000,129000.0,86,2026-07-01
JOB05156,NLP Engineer,Mid,3.0,Corelytics,Technology,"Sydney, Australia",No,Full-time,"Machine Learning, AWS, Spark",1001-5000,134500.0,146,2026-03-30
JOB05157,Senior Data Scientist,Senior,6.0,Fusion Analytics,Consulting,Singapore,Yes,Full-time,"Computer Vision, Machine Learning, AWS, NLP",51-200,176000.0,25,2025-12-18
JOB05158,Data Engineer I,Entry,0.0,Silverline AI,Telecommunications,"New York, USA",Yes,Full-time,"Statistics, SQL, Excel, Data Visualization",201-1000,85000.0,59,2025-08-12
JOB05159,VP of Machine Learning,Manager,10.0,Corelytics,Consulting,"Dublin, Ireland",No,Full-time,"MLOps, Generative AI, Statistics",201-1000,266000.0,15,2025-12-29
JOB05160,Machine Learning Engineer,Mid,3.0,Meridian Software,Education,"Austin, USA",No,Contract,"SQL, AWS, Deep Learning, Power BI",1-50,118500.0,38,2026-01-01
JOB05161,Senior ML Engineer,Senior,6.0,Clearline Systems,Technology,"Bengaluru, India",No,Full-time,"GCP, Machine Learning, Deep Learning, Computer Vision",1-50,64000.0,17,2025-10-21
JOB05162,Senior Data Scientist,Senior,6.0,DataForge,Gaming,"Berlin, Germany",No,Full-time,"AWS, Kubernetes, Deep Learning",1001-5000,155000.0,16,2025-08-10
JOB05163,Machine Learning Engineer,Mid,3.0,Ironpeak Tech,E-commerce,"Berlin, Germany",No,Full-time,"Python, SQL, Deep Learning, TensorFlow",1001-5000,97500.0,66,2025-08-26
JOB05166,Computer Vision Engineer,Mid,3.0,Orbital Systems,E-commerce,"New York, USA",Yes,Part-time,"Machine Learning, AWS, Deep Learning, Power BI",5000+,109500.0,137,2026-03-26
JOB05167,Data Engineer,Mid,3.0,Atlas Intelligence,Manufacturing,Remote,Yes,Full-time,"Python, TensorFlow, PyTorch, Spark",1-50,92500.0,22,2026-03-11
JOB05168,NLP Engineer,Mid,3.0,Atlas Intelligence,Finance,Remote,Yes,Full-time,"Spark, TensorFlow, SQL",201-1000,105500.0,7,2025-12-07
JOB05169,ML Engineer I,Entry,0.0,Atlas Intelligence,Gaming,"Dublin, Ireland",Yes,Full-time,"SQL, Data Visualization, Statistics, Tableau, Python",1001-5000,81000.0,68,2025-12-03
JOB05170,ML Engineer I,Entry,0.0,Zenith Data Group,Technology,"Toronto, Canada",No,Full-time,"Excel, Data Visualization, Statistics, SQL, TensorFlow",1-50,58500.0,20,2025-08-22
JOB05171,Data Engineer,Mid,3.0,Clearline Systems,Telecommunications,Remote,Yes,Full-time,"NLP, Deep Learning, Machine Learning",1001-5000,126500.0,13,2026-01-19
JOB05172,VP of Machine Learning,Manager,10.0,Clearline Systems,Automotive,"London, UK",No,Full-time,"AWS, LLMs, A/B Testing, GCP",1001-5000,223000.0,25,2025-08-21
JOB05173,AI Research Assistant,Entry,0.0,Zenith Data Group,Education,"Dublin, Ireland",Yes,Full-time,"Python, SQL, Statistics, Data Visualization, Excel, Azure",51-200,84500.0,106,2025-12-19
JOB05174,Lead Data Engineer,Senior,6.0,Corelytics,Education,"Bengaluru, India",No,Full-time,"Computer Vision, AWS, LLMs, Kubernetes, Generative AI",5000+,82000.0,71,2025-07-21
JOB05175,Senior Data Scientist,Senior,6.0,Vertex Analytics,Consulting,Singapore,No,Full-time,"Computer Vision, Azure, Generative AI, Machine Learning",1-50,158500.0,55,2026-01-22
JOB05176,Senior ML Engineer,Senior,6.0,Corelytics,E-commerce,Remote,Yes,Contract,"Deep Learning, LLMs, AWS",51-200,163000.0,24,2025-11-30
JOB05177,Machine Learning Engineer,Mid,3.0,Zenith Data Group,Consulting,"Austin, USA",No,Full-time,"PyTorch, Power BI, AWS, Deep Learning, TensorFlow",201-1000,127000.0,45,2026-07-04
JOB05178,Data Analyst,Entry,0.0,Silverline AI,Manufacturing,"London, UK",Yes,Full-time,"Statistics, Tableau, SQL, Python",51-200,84000.0,20,2026-03-19
JOB05179,Staff AI Engineer,Senior,6.0,Vertex Analytics,Automotive,"Toronto, Canada",No,Part-time,"Computer Vision, GCP, AWS",51-200,146000.0,96,2025-07-03
JOB05180,Computer Vision Engineer,Mid,3.0,Fusion Analytics,Education,Remote,Yes,Full-time,"TensorFlow, SQL, NLP",1-50,88500.0,54,2025-08-11
JOB05181,Data Scientist,Mid,3.0,Zenith Data Group,Healthcare,"Austin, USA",No,Full-time,"Spark, Deep Learning, AWS",5000+,139000.0,97,2026-04-26
JOB05182,ML Engineer I,Entry,0.0,Pulse Robotics,Education,"Dublin, Ireland",Yes,Full-time,"Data Visualization, Excel, Statistics, A/B Testing",1001-5000,68000.0,26,2026-04-24
JOB05184,Machine Learning Engineer,Mid,3.0,Clearline Systems,Automotive,"New York, USA",No,Full-time,"AWS, PyTorch, Deep Learning, Spark, Statistics",201-1000,146500.0,37,2025-08-05
JOB05185,Computer Vision Engineer,Mid,3.0,Corelytics,Education,"Bengaluru, India",Yes,Full-time,"PyTorch, Deep Learning, Spark, NLP, Power BI",1-50,54000.0,44,2025-07-09
JOB05186,AI Engineer,Mid,3.0,Novacore AI,Telecommunications,Remote,Yes,Full-time,"Power BI, NLP, Deep Learning, AWS",1001-5000,89000.0,84,2025-12-14
JOB05187,AI Research Scientist,Senior,6.0,Meridian Software,Automotive,"New York, USA",Yes,Full-time,"Azure, NLP, Machine Learning, Kubernetes, MLOps, GCP",5000+,208000.0,128,2026-03-16
JOB05188,Data Analyst,Entry,0.0,DataForge,Education,"Sydney, Australia",No,Full-time,"SQL, Data Visualization, Excel, Tableau",1-50,64500.0,20,2025-07-10
JOB05190,Data Scientist,Mid,3.0,DataForge,Telecommunications,"Berlin, Germany",No,Full-time,"NLP, SQL, TensorFlow, Machine Learning",5000+,111500.0,75,2025-07-27
JOB05191,Computer Vision Engineer,Mid,3.0,Clearline Systems,Technology,"London, UK",Yes,Full-time,"TensorFlow, AWS, Python, Machine Learning, SQL",5000+,126500.0,70,2026-03-18
JOB05192,AI Research Assistant,Entry,0.0,Corelytics,Automotive,"Austin, USA",No,Contract,"Statistics, Data Visualization, Excel",5000+,69000.0,29,2025-08-24
JOB05193,VP of Machine Learning,Manager,10.0,Meridian Software,Finance,"New York, USA",No,Full-time,"MLOps, GCP, AWS",51-200,231500.0,100,2025-07-13
JOB05196,Senior ML Engineer,Senior,6.0,Clearline Systems,Technology,"Austin, USA",No,Full-time,"GCP, Generative AI, Azure, AWS, Machine Learning",5000+,165500.0,23,2026-05-06
JOB05198,BI Analyst,Entry,0.0,Corelytics,Gaming,Remote,Yes,Contract,"Data Visualization, SQL, Excel, Statistics, Python",51-200,56000.0,15,2025-11-28
JOB05199,NLP Engineer,Mid,3.0,Pulse Robotics,Manufacturing,Singapore,No,Contract,"Spark, Machine Learning, NLP, Deep Learning",5000+,99000.0,13,2025-12-09
JOB05200,Staff AI Engineer,Senior,6.0,Corelytics,Gaming,"New York, USA",Yes,Full-time,"Machine Learning, MLOps, Computer Vision, AWS, GCP",5000+,233000.0,34,2026-03-27
JOB05201,AI Research Assistant,Entry,0.0,Horizon Cloud,Consulting,"Austin, USA",Yes,Full-time,"Tableau, Statistics, Excel, SQL",51-200,62000.0,15,2025-12-06
JOB05203,Senior Data Scientist,Senior,6.0,Ironpeak Tech,Healthcare,"New York, USA",Yes,Part-time,"MLOps, GCP, Kubernetes, Computer Vision, LLMs",201-1000,210500.0,77,2026-04-11
JOB05204,Senior Data Scientist,Senior,6.0,Pulse Robotics,Healthcare,"Toronto, Canada",No,Full-time,"Computer Vision, AWS, MLOps",51-200,171500.0,98,2026-01-09
JOB05205,AI Engineer,Mid,3.0,Northstar Labs,Finance,"Berlin, Germany",Yes,Full-time,"AWS, TensorFlow, Spark, Machine Learning, NLP, Azure",1001-5000,86000.0,96,2026-02-17
JOB05206,Senior ML Engineer,Senior,6.0,Vertex Analytics,Healthcare,"Sydney, Australia",No,Full-time,"Computer Vision, Machine Learning, Generative AI",201-1000,164500.0,6,2025-11-20
JOB05207,Principal Data Scientist,Senior,6.0,Northstar Labs,Gaming,"Berlin, Germany",No,Full-time,"Machine Learning, Deep Learning, LLMs, GCP, AWS",1001-5000,128500.0,16,2026-05-29
JOB05208,Data Engineer I,Entry,0.0,Pulse Robotics,Telecommunications,"Sydney, Australia",No,Full-time,"Statistics, Excel, Python, Data Visualization",201-1000,83000.0,73,2025-10-26
JOB05209,Principal Data Scientist,Senior,6.0,Skyline Data Co,Consulting,"Sydney, Australia",Yes,Full-time,"Computer Vision, GCP, LLMs, Deep Learning",201-1000,193000.0,25,2025-08-09
JOB05210,Head of Analytics,Manager,10.0,Quantum Insight,Telecommunications,Remote,Yes,Full-time,"LLMs, MLOps, A/B Testing, Statistics",51-200,208500.0,37,2025-08-19
JOB05211,AI Engineer,Mid,3.0,Ironpeak Tech,Healthcare,Remote,Yes,Full-time,"TensorFlow, Machine Learning, Deep Learning, AWS, Python",51-200,113500.0,26,2025-09-07
JOB05212,Data Engineer,Mid,3.0,Ironpeak Tech,Finance,"San Francisco, USA",Yes,Contract,"SQL, Machine Learning, Spark, Power BI",5000+,165000.0,19,2025-12-17
JOB05213,AI Research Assistant,Entry,0.0,Northstar Labs,Technology,"Dublin, Ireland",No,Full-time,"Statistics, SQL, Python",1001-5000,82000.0,79,2026-05-31
JOB05214,AI Research Assistant,Entry,0.0,Skyline Data Co,Consulting,Singapore,No,Full-time,"Python, Statistics, SQL, Tableau, Excel, PyTorch",1-50,63500.0,68,2025-09-07
JOB05215,Data Engineer I,Entry,0.0,Vertex Analytics,Finance,"Bengaluru, India",Yes,Full-time,"Excel, Python, Tableau, MLOps",1001-5000,40000.0,36,2026-02-13
JOB05216,NLP Engineer,Mid,3.0,Horizon Cloud,Consulting,"San Francisco, USA",Yes,Full-time,"Deep Learning, TensorFlow, PyTorch",201-1000,118500.0,34,2025-12-01
JOB05219,Data Engineer I,Entry,0.0,Bluewave Tech,Technology,"Dublin, Ireland",No,Full-time,"Statistics, Excel, Data Visualization, A/B Testing",51-200,78500.0,175,2026-06-29
JOB05220,Computer Vision Engineer,Mid,3.0,Meridian Software,Manufacturing,"New York, USA",Yes,Full-time,"Power BI, NLP, Deep Learning, AWS",1001-5000,129000.0,47,2025-07-21
JOB05221,ML Engineer I,Entry,0.0,Skyline Data Co,Telecommunications,"Dublin, Ireland",No,Contract,"Excel, Statistics, Python, Data Visualization, Tableau",201-1000,84500.0,6,2025-08-11
JOB05222,Data Engineer I,Entry,0.0,Bluewave Tech,Telecommunications,"London, UK",No,Full-time,"Data Visualization, Python, SQL, Statistics, Excel",51-200,65500.0,27,2025-09-11
JOB05223,Data Analyst,Entry,0.0,Clearline Systems,Healthcare,Singapore,No,Full-time,"SQL, Statistics, Data Visualization, Python, Tableau, PyTorch",201-1000,84500.0,51,2025-09-22
JOB05224,AI Engineer,Mid,3.0,Northstar Labs,E-commerce,Singapore,No,Full-time,"NLP, AWS, Power BI, TensorFlow, Python",5000+,100000.0,29,2026-06-07
JOB05225,AI Research Scientist,Senior,6.0,DataForge,Manufacturing,"New York, USA",Yes,Full-time,"LLMs, NLP, Machine Learning, Generative AI, Deep Learning",201-1000,197000.0,64,2025-08-02
JOB05226,Senior Data Scientist,Senior,6.0,Novacore AI,Healthcare,"Austin, USA",No,Full-time,"AWS, Computer Vision, Machine Learning, GCP, LLMs",51-200,169000.0,49,2025-07-04
JOB05227,Analytics Engineer,Mid,3.0,Pulse Robotics,Finance,Singapore,No,Contract,"Deep Learning, PyTorch, Power BI, TensorFlow, SQL",51-200,118000.0,20,2026-01-23
JOB05228,Staff AI Engineer,Senior,6.0,Quantum Insight,Finance,Remote,Yes,Full-time,"LLMs, Azure, Machine Learning, Kubernetes",51-200,133000.0,11,2026-03-27
JOB05229,AI Research Scientist,Senior,6.0,Ironpeak Tech,Automotive,Singapore,No,Full-time,"GCP, Machine Learning, Generative AI, AWS, Deep Learning",51-200,166500.0,34,2025-07-09
JOB05230,Junior Data Scientist,Entry,0.0,Zenith Data Group,E-commerce,"Toronto, Canada",Yes,Full-time,"SQL, Data Visualization, Excel, Tableau",1-50,72500.0,46,2025-12-18
JOB05231,Senior ML Engineer,Senior,6.0,Atlas Intelligence,Finance,"Bengaluru, India",Yes,Full-time,"Generative AI, NLP, Computer Vision",201-1000,90500.0,51,2025-09-30
JOB05232,Analytics Engineer,Mid,3.0,Silverline AI,Healthcare,"Sydney, Australia",Yes,Full-time,"Power BI, PyTorch, SQL",1001-5000,121000.0,59,2025-12-18
JOB05233,Staff AI Engineer,Senior,6.0,Meridian Software,Technology,"San Francisco, USA",No,Full-time,"Azure, GCP, LLMs, Deep Learning",201-1000,195000.0,12,2026-05-10
JOB05234,Data Analyst,Entry,0.0,Bluewave Tech,Technology,Remote,Yes,Full-time,"SQL, Python, Statistics",5000+,82000.0,150,2025-07-29
JOB05235,ML Engineer I,Entry,0.0,DataForge,Finance,"Sydney, Australia",Yes,Full-time,"Statistics, SQL, Data Visualization, Tableau, GCP",51-200,70000.0,61,2025-09-02
JOB05236,AI Research Assistant,Entry,0.0,Bluewave Tech,Healthcare,"Bengaluru, India",No,Full-time,"Statistics, Python, SQL, Data Visualization, Spark",1-50,31000.0,17,2025-11-15
JOB05237,Data Engineer,Mid,3.0,Horizon Cloud,Automotive,"Berlin, Germany",Yes,Full-time,"Spark, Machine Learning, TensorFlow, Power BI, Python",51-200,88000.0,37,2025-09-03
JOB05238,Director of Data Science,Manager,10.0,DataForge,Manufacturing,"New York, USA",No,Full-time,"GCP, LLMs, Generative AI, Statistics, A/B Testing",201-1000,275500.0,20,2026-01-14
JOB05239,Senior ML Engineer,Senior,6.0,Northstar Labs,Gaming,"Berlin, Germany",No,Full-time,"Kubernetes, GCP, MLOps, Deep Learning, NLP",201-1000,120000.0,83,2026-02-21
JOB05240,Senior ML Engineer,Senior,6.0,Ironpeak Tech,Finance,Remote,Yes,Full-time,"Generative AI, GCP, MLOps",201-1000,147500.0,81,2026-02-23
JOB05241,Senior Data Scientist,Senior,6.0,Corelytics,Manufacturing,"Dublin, Ireland",No,Full-time,"NLP, LLMs, Deep Learning, Azure",51-200,175500.0,50,2025-09-08
JOB05242,Machine Learning Engineer,Mid,3.0,Novacore AI,Gaming,"Berlin, Germany",Yes,Full-time,"AWS, Power BI, PyTorch",201-1000,85500.0,43,2026-01-25
JOB05243,AI Engineer,Mid,3.0,Orbital Systems,Technology,"Dublin, Ireland",No,Part-time,"AWS, Python, Machine Learning",201-1000,98500.0,60,2026-06-28
JOB05244,Senior Data Scientist,Senior,6.0,Corelytics,Telecommunications,"Sydney, Australia",Yes,Contract,"LLMs, AWS, Generative AI, NLP, GCP, SQL",201-1000,186500.0,29,2025-09-03
JOB05245,Computer Vision Engineer,Mid,3.0,Orbital Systems,Education,Remote,Yes,Full-time,"Machine Learning, Python, Deep Learning, TensorFlow, Power BI",5000+,106000.0,60,2026-06-20
JOB05246,Staff AI Engineer,Senior,6.0,Horizon Cloud,Technology,"San Francisco, USA",Yes,Full-time,"Generative AI, GCP, NLP, MLOps, Machine Learning",201-1000,266000.0,31,2025-11-17
JOB05247,Data Engineer,Mid,3.0,Horizon Cloud,Education,"New York, USA",Yes,Full-time,"NLP, Machine Learning, AWS, SQL",1001-5000,126500.0,27,2026-03-26
JOB05248,Machine Learning Engineer,Mid,3.0,Fusion Analytics,Education,"Dublin, Ireland",No,Full-time,"Spark, PyTorch, Deep Learning",201-1000,121000.0,53,2025-10-16
JOB05249,Senior ML Engineer,Senior,6.0,Pulse Robotics,Technology,Remote,Yes,Full-time,"GCP, Generative AI, AWS, LLMs, Azure",201-1000,140500.0,11,2025-07-22
JOB05250,Data Engineer,Mid,3.0,Orbital Systems,Manufacturing,"Austin, USA",No,Full-time,"TensorFlow, Deep Learning, NLP, Spark, Python",1001-5000,105500.0,86,2026-05-30
JOB05251,Head of Analytics,Manager,10.0,Northstar Labs,Gaming,"New York, USA",Yes,Full-time,"AWS, A/B Testing, MLOps, Generative AI",201-1000,308000.0,42,2026-01-13
JOB05252,Lead Data Engineer,Senior,6.0,Atlas Intelligence,Telecommunications,"Bengaluru, India",Yes,Full-time,"GCP, Azure, AWS",1-50,82500.0,28,2025-08-20
JOB05253,Computer Vision Engineer,Mid,3.0,Meridian Software,Education,"Toronto, Canada",No,Contract,"NLP, PyTorch, Python, SQL, Machine Learning",201-1000,89500.0,38,2026-02-12
JOB05254,Machine Learning Engineer,Mid,3.0,Bluewave Tech,Finance,"San Francisco, USA",No,Full-time,"NLP, Machine Learning, PyTorch",201-1000,148500.0,8,2025-11-15
JOB05255,Head of AI,Manager,10.0,Corelytics,E-commerce,Remote,Yes,Full-time,"MLOps, LLMs, AWS, Statistics, Docker",201-1000,224500.0,81,2025-09-06
JOB05256,Data Analyst,Entry,0.0,Corelytics,Telecommunications,"Toronto, Canada",No,Full-time,"SQL, Excel, Tableau, Python, Data Visualization",201-1000,79000.0,34,2026-04-29
JOB05257,Lead Data Engineer,Senior,6.0,Pulse Robotics,Automotive,"Dublin, Ireland",No,Full-time,"LLMs, Kubernetes, GCP, NLP",5000+,152500.0,34,2026-01-17
JOB05258,Staff AI Engineer,Senior,6.0,Quantum Insight,E-commerce,"Bengaluru, India",No,Full-time,"MLOps, Computer Vision, NLP",1001-5000,81000.0,18,2026-01-07
JOB05259,AI Research Scientist,Senior,6.0,Horizon Cloud,Automotive,"San Francisco, USA",No,Full-time,"Kubernetes, AWS, Generative AI, MLOps",5000+,231000.0,45,2026-06-27
JOB05260,Lead Data Engineer,Senior,6.0,Orbital Systems,Manufacturing,Singapore,No,Full-time,"GCP, Azure, Deep Learning, AWS, MLOps",1001-5000,183500.0,50,2025-11-06
JOB05261,ML Engineer I,Entry,0.0,Skyline Data Co,E-commerce,Singapore,No,Full-time,"Python, Data Visualization, SQL, Tableau",1001-5000,57000.0,28,2026-05-06
JOB05262,NLP Engineer,Mid,3.0,Vertex Analytics,Gaming,"Toronto, Canada",No,Full-time,"PyTorch, Python, Spark, TensorFlow, Tableau",1-50,122500.0,30,2026-03-14
JOB05263,Computer Vision Engineer,Mid,3.0,Zenith Data Group,Finance,"Sydney, Australia",No,Full-time,"PyTorch, AWS, Python",51-200,99000.0,24,2026-01-20
JOB05264,NLP Engineer,Mid,3.0,Zenith Data Group,Technology,"Berlin, Germany",No,Full-time,"Deep Learning, Power BI, PyTorch, NLP, Spark",51-200,97500.0,48,2025-12-03
JOB05265,Data Science Manager,Manager,10.0,Novacore AI,Automotive,"New York, USA",Yes,Full-time,"Generative AI, GCP, LLMs",1-50,366000.0,35,2026-03-19
JOB05266,Data Scientist,Mid,3.0,Meridian Software,Gaming,Singapore,Yes,Full-time,"Deep Learning, NLP, TensorFlow",5000+,122000.0,71,2025-11-07
JOB05267,Analytics Engineer,Mid,3.0,Northstar Labs,Technology,"London, UK",No,Full-time,"TensorFlow, NLP, Power BI, PyTorch, SQL, Excel",201-1000,97500.0,22,2025-12-24
JOB05268,Senior ML Engineer,Senior,6.0,Pulse Robotics,Automotive,"Berlin, Germany",No,Contract,"MLOps, Azure, Generative AI, A/B Testing",51-200,145500.0,12,2025-07-25
JOB05269,Data Engineer,Mid,3.0,Atlas Intelligence,Consulting,"Dublin, Ireland",No,Full-time,"Python, PyTorch, NLP, Power BI",51-200,89500.0,88,2026-05-26
JOB05270,Computer Vision Engineer,Mid,3.0,Orbital Systems,Healthcare,"New York, USA",No,Full-time,"Spark, AWS, TensorFlow, Python, Power BI",1-50,154500.0,29,2026-03-30
JOB05271,AI Engineer,Mid,3.0,Bright Path AI,Education,"Dublin, Ireland",No,Full-time,"PyTorch, NLP, AWS, TensorFlow",201-1000,91000.0,31,2026-06-13
JOB05272,Senior Data Scientist,Senior,6.0,Bright Path AI,Education,"San Francisco, USA",No,Full-time,"MLOps, Computer Vision, Machine Learning, NLP",201-1000,250500.0,12,2025-12-29
JOB05273,Analytics Engineer,Mid,3.0,Quantum Insight,Consulting,"London, UK",Yes,Full-time,"AWS, TensorFlow, Power BI, Machine Learning",1001-5000,119500.0,70,2025-07-25
JOB05274,Head of AI,Manager,10.0,Bluewave Tech,Automotive,"Berlin, Germany",No,Full-time,"A/B Testing, MLOps, AWS, Statistics, LLMs",5000+,169500.0,61,2026-05-04
JOB05275,ML Engineer I,Entry,0.0,Horizon Cloud,Finance,Remote,Yes,Full-time,"Excel, Data Visualization, Tableau, Statistics, SQL",5000+,58000.0,24,2026-01-21
JOB05276,Data Scientist,Mid,3.0,Northstar Labs,Telecommunications,"San Francisco, USA",Yes,Full-time,"SQL, AWS, NLP, Power BI, Python, Machine Learning",1001-5000,132500.0,59,2026-04-04
JOB05277,ML Engineer I,Entry,0.0,Northstar Labs,Telecommunications,"Berlin, Germany",No,Full-time,"Python, Data Visualization, Excel",5000+,67000.0,22,2025-10-25
JOB05278,Data Scientist,Mid,3.0,Pulse Robotics,Gaming,"Berlin, Germany",No,Contract,"Python, Machine Learning, Spark, SQL",201-1000,105000.0,44,2026-01-23
JOB05279,BI Analyst,Entry,0.0,Silverline AI,Automotive,Remote,Yes,Full-time,"Data Visualization, Statistics, Python, Tableau, Excel, Docker",5000+,77000.0,28,2025-12-16
JOB05283,AI Research Scientist,Senior,6.0,Orbital Systems,Telecommunications,"New York, USA",No,Full-time,"Azure, MLOps, Generative AI",51-200,195500.0,9,2026-02-16
JOB05284,AI Research Scientist,Senior,6.0,Silverline AI,Education,"Austin, USA",No,Full-time,"Azure, Deep Learning, GCP, LLMs, Generative AI",201-1000,161500.0,58,2026-06-20
JOB05285,BI Analyst,Entry,0.0,DataForge,Education,Remote,Yes,Full-time,"Excel, Tableau, SQL, Python, Statistics",51-200,67500.0,17,2025-07-14
JOB05286,Data Engineer,Mid,3.0,Skyline Data Co,Healthcare,Remote,Yes,Full-time,"PyTorch, Python, Machine Learning, SQL, TensorFlow",201-1000,127000.0,35,2025-11-28
JOB05287,Senior Data Scientist,Senior,6.0,Bright Path AI,Telecommunications,"Berlin, Germany",No,Full-time,"Kubernetes, Azure, AWS, Generative AI, Spark",51-200,140500.0,9,2026-07-02
JOB05288,NLP Engineer,Mid,3.0,Northstar Labs,Telecommunications,"Austin, USA",No,Full-time,"SQL, PyTorch, Deep Learning, Machine Learning",201-1000,142000.0,43,2026-02-19
